Date,Daily_Vehicle_Registration,Metro_Ridership_Millions,Total_Vehicles_Cumulative
2021-04-24,162.6725341410703,1.9132654141116794,19040.104136973077
2021-04-25,159.4035767941962,1.786513002977793,19199.507713767274
2021-04-26,163.13100525345112,3.651743227378205,19362.638719020724
2021-04-27,158.85490067033277,3.569885976755522,19521.493619691057
2021-04-28,161.57534524182282,3.7286617759735585,19683.068964932878
2021-04-29,158.29242218606365,3.4568247423981857,19841.36138711894
2021-04-30,162.00621571773277,3.5161074253809326,20003.367602836675
2021-05-01,158.7168110231222,1.8294866317875929,20162.084413859797
2021-05-02,160.4242942349307,1.862904512484444,20322.508708094727
2021-05-03,157.12875240677553,3.4332505090367884,20479.6374605015
2021-05-04,160.83027348743184,3.7129556366000185,20640.46773398893
2021-05-05,160.52894629480747,3.4891772260180955,20800.996680283737
2021-05-06,161.22486048966005,3.592468675490252,20962.221540773397
2021-05-07,159.91810654906513,3.5231045990240033,21122.139647322463
2021-05-08,159.60877573964237,1.8327916375623357,21281.748423062105
2021-05-09,157.29696009054842,1.9077668266814782,21439.045383152654
2021-05-10,156.98275236624394,3.6387530543292734,21596.028135518896
2021-05-11,159.66624603904322,3.399763939743139,21755.69438155794
2021-05-12,157.34753526145397,3.657769584189803,21913.041916819395
2021-05-13,157.02671483831634,3.4378439224772075,22070.068631657712
2021-05-14,159.70388019874858,3.4811541787237674,22229.77251185646
2021-05-15,155.37912736790787,1.9430268090989695,22385.15163922437
2021-05-16,153.05255293857513,1.856994813347519,22538.204192162942
2021-05-17,153.72425404257157,3.5352135638561473,22691.928446205515
2021-05-18,154.39432832201578,3.4847135489328185,22846.32277452753
2021-05-19,156.06287390043,3.5376541606939584,23002.38564842796
2021-05-20,158.7299893537036,3.2064730544272257,23161.115637781662
2021-05-21,152.39577368092304,3.2731646159440393,23313.511411462587
2021-05-22,154.06032627507645,1.9309639114248456,23467.571737737664
2021-05-23,151.72374689364145,1.9577033676803766,23619.295484631304
2021-05-24,150.38613562906556,3.377364844024806,23769.68162026037
2021-05-25,152.0475928791471,3.4587585873250517,23921.729213139515
2021-05-26,156.70821931732587,3.523478771034393,24078.43743245684
2021-05-27,151.3681158628923,3.5698969622362267,24229.805548319735
2021-05-28,152.02738365112376,3.210726039360461,24381.832931970857
2021-05-29,154.68612400335707,1.8057942442194705,24536.519055974215
2021-05-30,154.34443839700577,1.8415288107129133,24690.86349437122
2021-05-31,151.00242843553156,3.5489768097911876,24841.86592280675
2021-06-01,148.66019581837782,3.776654311882538,24990.52611862513
2021-06-02,154.3178423108755,3.4164476362286655,25144.843960936007
2021-06-03,146.97546971412888,3.2573533166489828,25291.819430650135
2021-06-04,152.63317983489105,3.4866709416578177,25444.452610485027
2021-06-05,151.2910744554377,1.9385512942434424,25595.743684940466
2021-06-06,149.94925530344798,1.8504163003816503,25745.692940243913
2021-06-07,152.60782402190185,3.2985385815740127,25898.300764265816
2021-06-08,146.26688213900206,3.534850176720346,26044.56764640482
2021-06-09,148.92653103813052,3.4904325280231134,26193.49417744295
2021-06-10,149.58687192784714,3.2645960993071412,26343.081049370798
2021-06-11,149.24800581194071,3.4413431591477983,26492.329055182738
2021-06-12,146.91003345954027,1.8927631821848192,26639.239088642276
2021-06-13,146.5730553752958,1.9022887608174768,26785.81214401757
2021-06-14,142.23717176963737,3.3641888652940617,26928.049315787208
2021-06-15,147.90248252912127,3.319891510768539,27075.951798316328
2021-06-16,144.5690871868718,3.519567585316513,27220.5208855032
2021-06-17,147.2370848931281,3.196248715456067,27367.757970396327
2021-06-18,144.90657438590372,3.4041018331557,27512.66454478223
2021-06-19,144.57765396176868,1.7028691501263944,27657.242198744
2021-06-20,142.25042144676178,1.8698265752179855,27799.492620190762
2021-06-21,143.9249741674423,3.2939267806938157,27943.417594358205
2021-06-22,143.60140892208966,3.4858021377948076,28087.019003280293
2021-06-23,142.27982195205908,3.378162618522526,28229.298825232352
2021-06-24,140.96030891330236,3.148633952145456,28370.259134145654
2021-06-25,140.64296484806155,3.486210748754178,28510.902098993716
2021-06-26,142.32788415674466,1.8824682667129904,28653.22998315046
2021-06-27,147.01516056999088,1.8320487218769974,28800.24514372045
2021-06-28,138.70488712093425,3.1819897245155033,28938.950030841384
2021-06-29,141.39715611767366,3.234522353881724,29080.347186959058
2021-06-30,139.09205911595734,3.286510535194598,29219.439246075013
2021-07-01,139.78968689209012,3.169418264400596,29359.228932967104
2021-07-02,141.49012941607123,3.47419806444799,29500.719062383174
2021-07-03,138.19347582497073,1.7587481715392204,29638.912538208144
2021-07-04,138.89981439655242,1.555798899980986,29777.812352604695
2021-07-05,138.60923252315098,3.2781869429564234,29916.421585127846
2021-07-06,139.32181668581126,3.1821095663755252,30055.743401813656
2021-07-07,142.03765242869704,3.210935612902846,30197.781054242354
2021-07-08,138.75682433377733,3.166070262306657,30336.53787857613
2021-07-09,139.4794159957969,3.3122321843857927,30476.017294571928
2021-07-10,136.2055099975396,1.8018073029626132,30612.22280456947
2021-07-11,136.93518788539043,1.7396635124416253,30749.15799245486
2021-07-12,137.66853014520498,3.1432654732799916,30886.826522600066
2021-07-13,138.40561617849212,3.175389795191864,31025.23213877856
2021-07-14,139.146524278918,3.176719774336504,31164.378663057476
2021-07-15,136.89133160913755,3.0632865501405213,31301.269994666614
2021-07-16,133.6401141779609,3.236318193537868,31434.910108844575
2021-07-17,137.39294681786114,1.730800779481808,31572.303055662436
2021-07-18,135.14990316283007,1.8029338630970242,31707.452958825266
2021-07-19,132.91105562658896,3.304783607071977,31840.364014451854
2021-07-20,134.67647538115995,3.0460222282164313,31975.040489833013
2021-07-21,132.44623233580512,3.235404571071199,32107.48672216882
2021-07-22,133.2203951163394,2.9987835326201013,32240.707117285157
2021-07-23,133.9990310448228,3.206558092263719,32374.70614832998
2021-07-24,136.78220611963906,1.6383479253382236,32511.48835444962
2021-07-25,134.56998499596534,1.5995234948393087,32646.058339445583
2021-07-26,134.36243096663992,3.1337763382918626,32780.420770412224
2021-07-27,136.1596059434328,2.743525774051804,32916.580376355654
2021-07-28,137.96157043872498,2.8574887187140763,33054.54194679438
2021-07-29,135.76838354760187,3.055986433134461,33190.310330341985
2021-07-30,134.58010293036608,3.0837732261103055,33324.890433272354
2021-07-31,134.39678479547493,1.625664995977324,33459.28721806783
2021-08-01,137.21848388290724,1.537780869545583,33596.50570195074
2021-08-02,130.04525344796517,2.949037305473467,33726.5509553987
2021-08-03,130.8771452455149,3.10043582203023,33857.42810064422
2021-08-04,136.7142095146716,3.1194849121228745,33994.14231015889
2021-08-05,130.55649496393292,3.0360799512359895,34124.69880512282
2021-08-06,135.40404875676523,3.182975700936021,34260.10285387958
2021-08-07,132.2569164976474,1.6577677906685784,34392.359770377225
2021-08-08,131.11514221857544,1.5746819988633813,34523.4749125958
2021-08-09,135.97876836603302,2.979709651363827,34659.45368096183
2021-08-10,128.8478357884306,2.8284677673060763,34788.30151675026
2021-08-11,131.72238372401785,2.9915185196108673,34920.023900474276
2021-08-12,136.60244978927244,3.144958218299078,35056.62635026355
2021-08-13,131.48806996776875,3.0843552633049236,35188.114420231315
2021-08-14,130.37927859952958,1.7082619930835334,35318.49369883085
2021-08-15,133.2761083708646,1.586245731506961,35451.76980720171
2021-08-16,129.17859030469776,3.155365991165185,35580.94839750641
2021-08-17,132.08675375138728,2.950436261644949,35713.03515125779
2021-08-18,129.00062638004022,3.1621458745138473,35842.03577763783
2021-08-19,128.92023417032493,2.9633550472992187,35970.95601180816
2021-08-20,129.84560140478317,3.0535770957921455,36100.80161321294
2021-08-21,126.7767506616444,1.6955763722879105,36227.578363874585
2021-08-22,127.71370280814472,1.5764161154175944,36355.29206668273
2021-08-23,129.6564769943518,2.976866621408208,36484.94854367708
2021-08-24,130.60509064749817,3.1118180567704807,36615.55363432458
2021-08-25,133.55955946682397,2.9228556303141175,36749.1131937914
2021-08-26,132.5198974189316,2.7644019658019445,36881.63309121034
2021-08-27,132.48611673365264,3.2107736832712677,37014.119207943986
2021-08-28,127.45822790042877,1.5439158197569942,37141.57743584442
2021-08-29,131.43623966520798,1.5858951976258076,37273.013675509625
2021-08-30,133.42015902785624,3.071226846007231,37406.43383453748
2021-08-31,131.40999124008638,2.8382894710248547,37537.84382577756
2021-09-01,129.40573980390388,2.782916972884011,37667.249565581464
2021-09-02,129.40740647057055,2.9435712188959875,37796.656972052035
2021-09-03,129.41499124008638,2.674231445548599,37926.071963292125
2021-09-04,126.42849236118957,1.543635151371817,38052.50045565332
2021-09-05,131.44790633187463,1.579298836737024,38183.94836198519
2021-09-06,133.47322790042875,2.863087759854957,38317.42158988562
2021-09-07,132.50445006698595,2.6946899714435837,38449.9260399526
2021-09-08,132.54156408559825,3.0998437659957268,38582.467604038204
2021-09-09,131.58455946682395,2.9034283895571584,38714.052163505025
2021-09-10,131.63342398083148,3.0734925418414014,38845.68558748586
2021-09-11,129.68814366101847,1.53527213404702,38975.37373114688
2021-09-12,128.74870280814474,1.4906297851207593,39104.122433955024
2021-09-13,131.81508399497773,2.9155058468280557,39235.937517950006
2021-09-14,128.88726807144985,2.85036764961276,39364.824786021454
2021-09-15,135.96523417032495,2.723328591844333,39500.79002019178
2021-09-16,131.04895971337356,3.0656376835030765,39631.83897990515
2021-09-17,132.13842041805395,2.7919098464026657,39763.9774003232
2021-09-18,132.23359030469777,1.4171883432807224,39896.2109906279
2021-09-19,130.33444170419793,1.6381509822808886,40026.545432332096
2021-09-20,132.44094526619625,2.802635597185396,40158.98637759829
2021-09-21,131.55306996776875,2.7878657462296683,40290.53944756606
2021-09-22,129.67078312260577,2.6361843495122415,40420.210230688666
2021-09-23,128.7940503906845,3.0909227377098936,40549.00428107935
2021-09-24,129.92283578843058,2.695997522699732,40678.92711686778
2021-09-25,129.05710169936634,1.545585148806899,40807.984218567144
2021-09-26,135.1968088852421,1.6049778783998723,40943.18102745239
2021-09-27,134.34191649764736,2.9162291420011006,41077.52294395003
2021-09-28,131.49238209009854,2.853139251284069,41209.01532604013
2021-09-29,130.64816163059956,2.6392812640312813,41339.663487670725
2021-09-30,130.8092095146716,2.7549523706843786,41470.472697185396
2021-10-01,133.97547857884825,2.8844647601844033,41604.44817576424
2021-10-02,133.14692011463185,1.4848979364757244,41737.595095878874
2021-10-03,129.32348388290725,1.5542702385481917,41866.91857976178
2021-10-04,136.50511812880828,2.94887208931291,42003.42369789059
2021-10-05,137.6917695970328,2.9856664603412635,42141.11546748762
2021-10-06,132.88338354760188,2.7015486548505954,42273.99885103523
2021-10-07,136.07990377205834,3.1470419702633556,42410.078754807284
2021-10-08,132.28127261009948,2.96189127957349,42542.36002741738
2021-10-09,136.48743096663992,1.5414279389969183,42678.84745838402
2021-10-10,134.69831832929864,1.618284123607961,42813.54577671332
2021-10-11,135.91387278630572,3.17223267310233,42949.45964949962
2021-10-12,138.13403104482282,2.6787946748522216,43087.59368054444
2021-10-13,132.3587284496727,2.837756452303332,43219.95240899412
2021-10-14,134.58789900247177,2.5591701117301886,43354.54030799659
2021-10-15,139.8214753811599,2.8948494900176525,43494.36178337775
2021-10-16,135.05938895992227,1.5716922907336692,43629.42117233768
2021-10-17,135.3015698294967,1.5442688697349862,43764.72274216718
2021-10-18,134.5479468178611,2.789704282495943,43899.27068898504
2021-10-19,135.79844751129426,2.610242459999426,44035.069136496335
2021-10-20,136.05299827580424,2.9272348979129674,44171.12213477214
2021-10-21,138.311524278918,3.0699880548319016,44309.43365905106
2021-10-22,139.57394951182548,2.8061644832040566,44449.00760856288
2021-10-23,135.84019681187166,1.5844384693177929,44584.84780537475
2021-10-24,139.11018788539045,1.445173617706877,44723.95799326014
2021-10-25,141.38384333087293,2.9497293424046958,44865.34183659101
2021-10-26,140.6610826624636,2.8417974108319517,45006.00291925347
2021-10-27,136.94182433377733,2.796573902028343,45142.94474358725
2021-10-28,138.22598576203038,2.7996969348680016,45281.17072934928
2021-10-29,140.5134833524779,2.8503346766043505,45421.68421270176
2021-10-30,142.80423252315097,1.590768099237929,45564.48844522491
2021-10-31,138.09814772988574,1.4738507454114473,45702.586592954794
2021-11-01,139.3951424916374,2.8593742084777625,45841.98173544643
2021-11-02,138.6951294160712,2.9089747873225646,45980.6768648625
2021-11-03,143.99802022542343,2.77495725561956,46124.67488508792
2021-11-04,137.30372578262396,3.154963361122977,46261.978610870545
2021-11-05,139.61215611767363,2.814104241542246,46401.59076698822
2021-11-06,143.92322045426758,1.5301944967049794,46545.513987442486
2021-11-07,142.23682723665758,1.5106481991188492,46687.750814679144
2021-11-08,146.55288415674468,3.17041882839973,46834.30369883589
2021-11-09,142.8712981813949,3.0125337029793107,46977.17499701728
2021-11-10,142.19197557996904,2.823030208498891,47119.36697259725
2021-11-11,143.5148219520591,3.092818735398551,47262.88179454931
2021-11-12,145.839742255423,2.979409994628554,47408.72153680473
2021-11-13,142.166640834109,1.610624848738844,47550.888177638844
2021-11-14,145.49542144676175,1.570918605223669,47696.38359908561
2021-11-15,146.82598729510204,2.8693482049999735,47843.20958638071
2021-11-16,144.15824105257042,3.015335667142148,47987.367827433285
2021-11-17,144.4920848931281,2.9053009598327413,48131.859912326414
2021-11-18,144.82742052020512,3.2171577900251846,48276.68733284662
2021-11-19,144.1641491957879,2.820868580423927,48420.8514820424
2021-11-20,145.50217176963736,1.7179894463400465,48566.35365381204
2021-11-21,143.8413887086291,1.6053863046677255,48710.19504252067
2021-11-22,149.1817001262069,3.0399112063446245,48859.37674264688
2021-11-23,148.5230058119407,3.114541146703756,49007.89974845882
2021-11-24,149.86520526118045,2.9295709400877725,49157.76495372
2021-11-25,148.20819770479716,3.129198924841831,49305.9731514248
2021-11-26,147.55188213900212,2.670278213855944,49453.5250335638
2021-11-27,148.89615735523518,1.5799215105757842,49602.421190919034
2021-11-28,148.24092197011467,1.568622389266155,49750.66211288915
2021-11-29,151.5860744554377,2.8759378220712604,49902.24818734459
2021-11-30,149.93151316822437,3.016621517453621,50052.17970051281
2021-12-01,151.27713638079555,3.100445976322149,50203.45683689361
2021-12-02,150.62284231087548,3.147436209210604,50354.079679204486
2021-12-03,147.96852915171115,3.0932536977564755,50502.048208356195
2021-12-04,150.3140951021982,1.605317823233191,50652.362303458394
2021-12-05,150.65943839700577,1.680956134782856,50803.0217418554
2021-12-06,153.00445733669036,3.09597168432982,50956.02619919209
2021-12-07,158.34905031779041,3.2075632084793764,51114.37524950988
2021-12-08,153.69311586289226,3.1929876076370025,51268.068365372776
2021-12-09,156.0365526506592,3.1021044586070534,51424.10491802343
2021-12-10,153.37925954581377,2.987701259607939,51577.48417756925
2021-12-11,151.72113562906554,1.6292259618231335,51729.20531319831
2021-12-12,154.06208022697476,1.63983197683388,51883.26739342529
2021-12-13,150.4019929417431,3.082215611420922,52033.66938636703
2021-12-14,157.74077368092307,3.164409687892829,52191.410160047955
2021-12-15,156.07832268703694,3.2289343397057273,52347.48848273499
2021-12-16,154.41454056709668,3.1357485213568466,52501.90302330208
2021-12-17,157.7493283220158,3.1509542986966537,52659.6523516241
2021-12-18,152.08258737590492,1.709067203987655,52811.734939
2021-12-19,158.4142196052418,1.666434270348652,52970.14915860524
2021-12-20,154.74412736790788,3.0481213393043367,53124.89328597315
2021-12-21,161.07221353208192,2.9467876863063607,53285.96549950523
2021-12-22,156.398381504983,3.0912196718663383,53442.36388101021
2021-12-23,154.72253526145397,3.249712716690086,53597.08641627167
2021-12-24,157.04457937237652,3.103458326656559,53754.130995644045
2021-12-25,159.3644190329106,1.7072306613638262,53913.49541467696
2021-12-26,155.6819600905484,1.760115482471026,54069.17737476751
2021-12-27,154.9971090729757,3.2825155328695126,54224.174483840485
2021-12-28,161.30977321573175,3.0811731058161067,54385.48425705622
2021-12-29,161.61986048966003,3.3578250011458777,54547.10411754588
2021-12-30,160.92727962814078,3.381464153447368,54708.031397174025
2021-12-31,163.23194015409848,3.09473398319267,54871.26333732812
2022-01-01,162.5337524067755,1.691428294657493,55033.79708973489
2022-01-02,160.83262756826406,1.8360856544096114,55194.629717303156
2022-01-03,162.1284776897889,3.242647923229192,55356.758194992944
2022-01-04,162.42121571773276,2.9798715857120013,55519.179410710676
2022-01-05,163.710755519397,3.093182503656622,55682.89016623007
2022-01-06,162.9970119084895,3.249413988734822,55845.88717813856
2022-01-07,160.27990067033278,3.137318016592854,56006.167078808896
2022-01-08,160.55933858678446,1.7453900128470394,56166.72641739568
2022-01-09,158.83524346086287,1.7801818176206297,56325.56166085654
2022-01-10,163.1075341410703,3.4985749510961686,56488.66919499761
2022-01-11,161.3761305454072,3.27734695108176,56650.04532554302
2022-01-12,167.6409536850698,3.461141235854477,56817.68627922809
2022-01-13,166.90192568782388,3.514033244313441,56984.58820491591
2022-01-14,163.15896982104871,3.5213151330235997,57147.747174736964
2022-01-15,161.4120105144433,1.8191429393760685,57309.15918525141
2022-01-16,162.66097338238893,1.6652843461827072,57471.8201586338
2022-01-17,161.905785245961,3.414285079600221,57633.725943879756
2022-01-18,164.14637415458392,3.49711827468287,57797.87231803434
2022-01-19,164.38266940732245,3.3567032124478784,57962.25498744166
2022-01-20,165.6146015738031,3.6004187923764883,58127.86958901546
2022-01-21,168.84210251475997,3.491745623367864,58296.711691530225
2022-01-22,167.06510540219782,1.8631569982921683,58463.77679693242
2022-01-23,164.28354473916804,1.902798288905204,58628.06034167159
2022-01-24,166.49735637914995,3.442100245802303,58794.55769805074
2022-01-25,167.70647754503287,3.0808761858701725,58962.264175595774
2022-01-26,164.91084684769285,3.346187023055952,59127.175022443465
2022-01-27,170.11040430415872,3.5727928015352344,59297.28542674762
2022-01-28,170.30509135536204,3.3182104894093167,59467.59051810298
2022-01-29,167.4948508834656,1.8308398185990775,59635.085368986445
2022-01-30,166.6796272287656,1.776538576244091,59801.76499621521
2022-01-31,164.85936620616218,3.6729019378445495,59966.624362421375
2022-02-01,169.0340151211937,3.6654068546774217,60135.65837754257
2022-02-02,168.20352278562981,3.337672473505191,60303.8619003282
2022-02-03,169.367839532619,3.4774268192556494,60473.22973986082
2022-02-04,170.52691723138568,3.3754548694928146,60643.756657092206
2022-02-05,166.68070930147303,1.9112367147845177,60810.43736639368
2022-02-06,172.82917072652663,1.9068368156364293,60983.2665371202
2022-02-07,165.9722580676158,3.5859774739696357,61149.23879518782
2022-02-08,164.10992947608776,3.528983130103123,61313.348724663905
2022-02-09,170.24214470595132,3.872744733977316,61483.59086936986
2022-02-10,168.36886512578621,3.3627486751652933,61651.95973449564
2022-02-11,170.49005373017505,3.279164258569514,61822.449788225815
2022-02-12,168.6056751506535,1.8606702493369642,61991.05546337647
2022-02-13,169.71569566617654,1.7811269902076143,62160.77115904265
2022-02-14,166.82008321309706,3.3225617746716436,62327.591242255745
2022-02-15,169.918807394654,3.3912682065836925,62497.5100496504
2022-02-16,169.01183948996717,3.4063314725801552,62666.52188914037
2022-02-17,168.09915246253632,3.406810858922348,62834.621041602906
2022-02-18,170.1807209682416,3.6028917314762383,63004.80176257115
2022-02-19,168.25652136284333,1.8707479833490621,63173.05828393399
2022-02-20,168.32653170897876,1.8960069003641156,63341.38481564297
2022-02-21,169.39073178265355,3.665097416540873,63510.77554742562
2022-02-22,173.44910307922652,3.453491382970302,63684.224650504846
2022-02-23,170.5016288188854,3.522898803591004,63854.72627932373
2022-02-24,169.54829395161224,3.608924095858542,64024.27457327535
2022-02-25,169.58908516163694,3.3129648698695533,64193.86365843698
2022-02-26,169.62399087137774,1.754970555370819,64363.48764930836
2022-02-27,169.653001244867,1.9481913161671844,64533.14065055322
2022-02-28,172.67610819066192,3.6407461748616976,64705.81675874388
2022-03-01,173.693305364239,3.848746219145626,64879.51006410812
2022-03-02,172.70458816987136,3.6044654487384045,65052.214652277995
2022-03-03,168.70995376198877,3.693895981117342,65220.92460603998
2022-03-04,171.7094010460197,3.565235255885459,65392.634007086
2022-03-05,171.70293067871518,1.9559627861828208,65564.33693776472
2022-03-06,169.69054506795447,2.0535418034538995,65734.02748283267
2022-03-07,171.67224837203253,3.3238696845485087,65905.6997312047
2022-03-08,174.64804649842952,3.6566669452906,66080.34777770314
2022-03-09,171.61794710206271,3.8833267597676837,66251.9657248052
2022-03-10,169.58195958302122,3.6450633289100454,66421.54768438822
2022-03-11,171.5400950837844,3.8255657051935086,66593.087779472
2022-03-12,172.49236648592458,1.9016733922227123,66765.58014595792
2022-03-13,169.43878840629523,1.9447553569333735,66935.01893436421
2022-03-14,168.37937719270556,3.6224826011173947,67103.39831155691
2022-03-15,169.31415091908303,3.331998311107215,67272.712462476
2022-03-16,170.24312938012483,3.4704732220866847,67442.95559185612
