Date,Population_Millions,Urban_Density,Total_Households
2021-02-25,30.090634523219716,11534.743233900892,7164436.7912427895
2021-02-26,30.08223452406821,11531.523234226148,7162436.791444812
2021-02-27,30.07955071745247,11530.494441690114,7161797.789869635
2021-02-28,30.09259422741676,11535.494453843092,7164903.387480181
2021-03-01,30.105333598519497,11540.377879432473,7167936.57107607
2021-03-02,30.096473360738052,11536.981454949586,7165826.990651918
2021-03-03,30.114492244256517,11543.888693631665,7170117.201013456
2021-03-04,30.086500869541194,11533.158666657457,7163452.587985998
2021-03-05,30.10252375693114,11539.300773490271,7167267.561174081
2021-03-06,30.091752820418403,11535.17191449372,7164703.052480572
2021-03-07,30.109545270631553,11541.992353742096,7168939.350150369
2021-03-08,30.116410111143672,11544.623875938407,7170573.835986588
2021-03-09,30.10496599324272,11540.236964076375,7167849.046010171
2021-03-10,30.08476393505431,11532.492841770818,7163039.032155788
2021-03-11,30.114428106038623,11543.864107314806,7170101.930009196
2021-03-12,30.118438649551894,11545.401482328227,7171056.8213218795
2021-03-13,30.119746939566706,11545.902993500571,7171368.318944453
2021-03-14,30.12969463044126,11549.716275002484,7173736.816771728
2021-03-15,30.108259176760722,11541.49935109161,7168633.137323981
2021-03-16,30.127404868178914,11548.838532801918,7173191.635280694
2021-03-17,30.1341608643542,11551.428331335777,7174800.2057986185
2021-03-18,30.106083084036996,11540.665182214183,7168115.020008808
2021-03-19,30.12869873733132,11549.334515977007,7173499.6993646
2021-03-20,30.122093768509338,11546.802611261912,7171927.087740318
2021-03-21,30.127953776392708,11549.048947617206,7173322.32771255
2021-03-22,30.13387929282525,11551.320395583012,7174733.164958392
2021-03-23,30.1271638557815,11548.746144716242,7173134.251376547
2021-03-24,30.126912762635214,11548.6498923435,7173074.467294099
2021-03-25,30.135645158182143,11551.997310636489,7175153.609090987
2021-03-26,30.1260650537801,11548.324937282372,7172872.631852404
2021-03-27,30.127713229627183,11548.956738023753,7173265.054673139
2021-03-28,30.14699927008354,11556.349720198692,7177856.969067509
2021-03-29,30.13035174183578,11549.968167703717,7173893.271865661
2021-03-30,30.150137040730087,11557.552532279868,7178604.057316687
2021-03-31,30.149734150788223,11557.398091135487,7178508.131140052
2021-04-01,30.129484581320323,11549.635756172791,7173686.805076267
2021-04-02,30.14160150144807,11554.280575555093,7176571.786059064
2021-04-03,30.161952829984564,11562.08191816075,7181417.340472515
2021-04-04,30.141834757249626,11554.369990279025,7176627.323154673
2021-04-05,30.148637135173935,11556.977568483342,7178246.936946175
2021-04-06,30.15953664059943,11561.155712229784,7180842.057285578
2021-04-07,30.164384879268308,11563.01420371952,7181996.399825787
2021-04-08,30.1556706164671,11559.673736312388,7179921.5753493095
2021-04-09,30.15384602318098,11558.974308886043,7179487.148376424
2021-04-10,30.175680032198343,11567.344012342699,7184685.721951987
2021-04-11,30.1804806273307,11569.184240476769,7185828.720793023
2021-04-12,30.174515596974626,11566.897645506939,7184408.475470149
2021-04-13,30.16721567233407,11564.099341061392,7182670.398174779
2021-04-14,30.159915396805946,11561.300902108946,7180932.237334749
2021-04-15,30.161329261747866,11561.842883670017,7181268.87184473
2021-04-16,30.176494587339118,11567.656258479996,7184879.66365217
2021-04-17,30.17708925765512,11567.884215434464,7185021.251822647
2021-04-18,30.188557179227036,11572.28025203703,7187751.7093397705
2021-04-19,30.182681700770647,11570.027985295414,7186352.785897773
2021-04-20,30.16278249207658,11562.399955296023,7181614.879065852
2021-04-21,30.189968955226284,11572.821432836743,7188087.846482448
2021-04-22,30.171105145441594,11565.590305752612,7183596.463200379
2021-04-23,30.178882400376505,11568.571586810995,7185448.190565835
2021-04-24,30.186860565260258,11571.629883349766,7187347.753633394
2021-04-25,30.205951776922515,11578.94818115363,7191893.280219645
2021-04-26,30.218730915141705,11583.84685080432,7194935.9321765965
2021-04-27,30.195335676464847,11574.878675978192,7189365.637253535
2021-04-28,30.189073284717765,11572.478092475143,7187874.591599467
2021-04-29,30.19788720116574,11575.856760446866,7189973.1431347
2021-04-30,30.203055681464917,11577.838011228218,7191203.733682123
2021-05-01,30.19260952222995,11573.83365018815,7188716.5529118925
2021-05-02,30.215405472082896,11582.572097631777,7194144.160019737
2021-05-03,30.201391314917654,11577.200004051767,7190807.455932775
2021-05-04,30.20570537578716,11578.85372738508,7191834.613282657
2021-05-05,30.209024613760647,11580.126101941582,7192624.908038249
2021-05-06,30.20821875246825,11579.817188446163,7192433.036301964
2021-05-07,30.214029895271782,11582.044793187517,7193816.641731377
2021-05-08,30.201105651094387,11577.09049958618,7190739.4407367585
2021-05-09,30.203332946905768,11577.944296313879,7191269.749263278
2021-05-10,30.199552292398295,11576.495045419346,7190369.593428166
2021-05-11,30.21658680611922,11583.0249423457,7194425.4300283855
2021-05-12,30.221619206740197,11584.95402925041,7195623.620652428
2021-05-13,30.220045707070508,11584.35085437703,7195248.97787393
2021-05-14,30.23385112826305,11589.642932500836,7198535.982919774
2021-05-15,30.218688558083358,11583.830613931954,7194925.847162704
2021-05-16,30.227070337995954,11587.043629565116,7196921.509046655
2021-05-17,30.21110440467814,11580.92335512662,7193120.096351937
2021-05-18,30.219788997250223,11584.25244894592,7195187.856488148
2021-05-19,30.232254041526815,11589.030715918612,7198155.724173051
2021-05-20,30.235428443580354,11590.247570039135,7198911.534185798
2021-05-21,30.22563660036843,11586.494030141232,7196580.142944864
2021-05-22,30.229499213553844,11587.974698528973,7197499.812750914
2021-05-23,30.216675493692993,11583.05893924898,7194446.546117379
2021-05-24,30.22992305310395,11588.137170356513,7197600.726929512
2021-05-25,30.24403637956909,11593.547278834818,7200961.042754544
2021-05-26,30.242523889791308,11592.967491086669,7200600.926140787
2021-05-27,30.2434178774197,11593.310186344219,7200813.780338023
2021-05-28,30.240548426537455,11592.210230172692,7200130.5777470125
2021-05-29,30.241760879600623,11592.675003846907,7200419.257047767
2021-05-30,30.236726683862045,11590.745228813785,7199220.639014772
2021-05-31,30.251957915599828,11596.583867646601,7202847.122761863
2021-06-01,30.2508191858861,11596.147354589673,7202575.996639547
2021-06-02,30.253169558874756,11597.04833090199,7203135.609255894
2021-06-03,30.244629024833806,11593.774459519625,7201102.148769953
2021-06-04,30.229996035845275,11588.165147074023,7197618.103772684
2021-06-05,30.264141172867703,11601.25411626595,7205747.898301834
2021-06-06,30.25002154082376,11595.841590649106,7202386.081148514
2021-06-07,30.247822516309405,11594.99863125194,7201862.503883191
2021-06-08,30.26502551057211,11601.593112385974,7205958.454898121
2021-06-09,30.25581113149887,11598.060933741235,7203764.555118778
2021-06-10,30.2719712471304,11604.255644733319,7207612.201697714
2021-06-11,30.269182657129186,11603.186685232855,7206948.251697425
2021-06-12,30.271489094165336,11604.070819430046,7207497.403372698
2021-06-13,30.252634736082477,11596.843315498283,7203008.270495827
2021-06-14,30.280054714275586,11607.354307138974,7209536.836732282
2021-06-15,30.272188849932192,11604.339059140673,7207664.011888618
2021-06-16,30.267524732401252,11602.551147420481,7206553.507714584
2021-06-17,30.274292636621535,11605.145510704922,7208164.913481317
2021-06-18,30.2567377367589,11598.416132424245,7203985.175418785
2021-06-19,30.280228043332663,11607.420749944185,7209578.105555396
2021-06-20,30.26748931526102,11602.537570850058,7206545.075062147
2021-06-21,30.265897931609235,11601.927540450208,7206166.174192674
2021-06-22,30.265842735734992,11601.906382031748,7206153.032317854
2021-06-23,30.29383499348607,11612.636747502993,7212817.855591921
2021-06-24,30.278057346952565,11606.58864966515,7209061.273083944
2021-06-25,30.30132921816113,11615.509533628432,7214602.194800268
2021-06-26,30.282275975627883,11608.205790657355,7210065.708482829
2021-06-27,30.272202548907725,11604.344310414626,7207667.273549458
2021-06-28,30.27975311134304,11607.2386926815,7209465.026510248
2021-06-29,30.304918788239924,11616.88553549197,7215456.854342839
2021-06-30,30.292644095601098,11612.180236647087,7212534.308476451
2021-07-01,30.290362698804287,11611.30570120831,7211991.118762925
2021-07-02,30.29908833746938,11614.650529363262,7214068.651778423
2021-07-03,30.304148655071963,11616.590317777587,7215273.489302848
2021-07-04,30.311947577431333,11619.57990468201,7217130.375578889
2021-07-05,30.31690143220069,11621.478882343597,7218309.864809688
2021-07-06,30.30046169314557,11615.176982372468,7214395.641225136
2021-07-07,30.29244193152143,11612.102740416549,7212486.174171769
2021-07-08,30.30321087463172,11616.230835275494,7215050.208245648
2021-07-09,30.311591538256224,11619.44342299822,7217045.60434672
2021-07-10,30.3009944399673,11615.381201987464,7214522.4857065
2021-07-11,30.302703905215868,11616.036496999417,7214929.501241873
2021-07-12,30.317356767416975,11621.65342750984,7218418.277956422
2021-07-13,30.315075928428488,11620.779105897587,7217875.221054402
2021-07-14,30.31753407435192,11621.721395168237,7218460.493893313
2021-07-15,30.311264892620137,11619.31820883772,7216967.8315762235
2021-07-16,30.318189669514975,11621.972706647406,7218616.587979756
2021-07-17,30.31289526502964,11619.943184928026,7217356.015483247
2021-07-18,30.33268358952908,11627.52870931948,7222067.521316447
2021-07-19,30.335778196845634,11628.714975457493,7222804.332582294
2021-07-20,30.308608012096467,11618.299737970314,7216335.240975349
2021-07-21,30.319419058482097,11622.443972418137,7218909.299638594
2021-07-22,30.315393240047854,11620.900742018344,7217950.771439965
2021-07-23,30.3255027479238,11624.776053370791,7220357.797124714
2021-07-24,30.3328131513983,11627.578374702682,7222098.369380548
2021-07-25,30.32079571189162,11622.971689558455,7219237.07425991
2021-07-26,30.327718288118632,11625.62534377881,7220885.306694912
2021-07-27,30.328542123864082,11625.941147481231,7221081.458062876
2021-07-28,30.34229927139245,11631.21472070044,7224356.969379154
2021-07-29,30.342565031165787,11631.316595280217,7224420.245515663
2021-07-30,30.33629929114724,11628.91472827311,7222928.402654105
2021-07-31,30.34693004348027,11632.989850000771,7225459.534161969
2021-08-01,30.34134029118916,11630.84711162251,7224128.640759324
2021-08-02,30.345735887410665,11632.532090174087,7225175.211288254
2021-08-03,30.366832395103387,11640.61908478963,7230198.18931033
2021-08-04,30.365148009617183,11639.973403686587,7229797.145146948
2021-08-05,30.340393200846133,11630.48406032435,7223903.143058603
2021-08-06,30.363332040732416,11639.27728228076,7229364.771602957
2021-08-07,30.36479447466367,11639.837881954407,7229712.970158016
2021-08-08,30.346843758028132,11632.956773910784,7225438.990006697
2021-08-09,30.368160138386695,11641.128053048235,7230514.318663499
2021-08-10,30.3769977414082,11644.515800873143,7232618.509859094
2021-08-11,30.352039123682836,11634.948330745086,7226675.981829246
2021-08-12,30.35573578230745,11636.365383217855,7227556.138644631
2021-08-13,30.3767337532143,11644.414605398815,7232555.655527214
2021-08-14,30.370918508943184,11642.18542842822,7231171.073557901
2021-08-15,30.37536482514201,11643.88984963777,7232229.720271907
2021-08-16,30.374902550378785,11643.712644311869,7232119.654852091
2021-08-17,30.377050302524538,11644.535949301073,7232631.024410604
2021-08-18,30.36152539641277,11638.584735291563,7228934.6181935165
2021-08-19,30.386910158427714,11648.315560730623,7234978.609149456
2021-08-20,30.389779834241224,11649.415603125803,7235661.865295528
2021-08-21,30.377437069126394,11644.684209831785,7232723.11169676
2021-08-22,30.380943338618575,11646.028279803788,7233557.9377663275
2021-08-23,30.367714253945152,11640.957130678977,7230408.155701227
2021-08-24,30.389815186694083,11649.429154899399,7235670.28254621
2021-08-25,30.392040613028282,11650.282234994176,7236200.145959114
2021-08-26,30.38734561723727,11648.48248660762,7235082.289818398
2021-08-27,30.400858639125815,11653.662478331564,7238299.6759823365
2021-08-28,30.387922000665725,11648.703433588527,7235219.523968029
2021-08-29,30.39855658901629,11652.780025789578,7237751.568813402
2021-08-30,30.384361732490518,11647.338664121366,7234371.84106917
2021-08-31,30.39597078983188,11651.788802768886,7237135.9023409225
2021-09-01,30.396110793572717,11651.842470869542,7237169.236564932
2021-09-02,30.40175552953607,11654.00628632216,7238513.221318112
2021-09-03,30.39745538454888,11652.357897410404,7237489.377273543
2021-09-04,30.40148422076452,11653.9022846264,7238448.623991552
2021-09-05,30.412707800687002,11658.204656930018,7241120.904925477
2021-09-06,30.401728158223715,11653.995793985756,7238506.704338979
2021-09-07,30.39167859058924,11650.143459725874,7236113.950140295
2021-09-08,30.426888851021072,11663.640726224745,7244497.345481208
2021-09-09,30.42485629253502,11662.86157880509,7244013.402984528
2021-09-10,30.399767953957703,11653.244382350453,7238039.989037548
2021-09-11,30.42123657751825,11661.474021381995,7243151.566075774
2021-09-12,30.410958759718575,11657.534191225455,7240704.46659966
2021-09-13,30.42027247694178,11661.104449494347,7242922.018319471
2021-09-14,30.422229032853927,11661.854462594007,7243387.864965221
2021-09-15,30.418591989751732,11660.460262738165,7242521.902321841
2021-09-16,30.414747776710776,11658.98664773913,7241606.613502565
2021-09-17,30.417329477880703,11659.97629985427,7242221.30425731
2021-09-18,30.416722513716614,11659.743630258035,7242076.788980146
2021-09-19,30.419215844691866,11660.699407131882,7242670.439212348
2021-09-20,30.428512007216444,11664.262936099636,7244883.8112420095
2021-09-21,30.423676003013483,11662.4091344885,7243732.381669877
2021-09-22,30.43930402579909,11668.399876556317,7247453.3394759735
2021-09-23,30.44900595838728,11672.118950715125,7249763.323425542
2021-09-24,30.429983045571607,11664.826834135782,7245234.05846943
2021-09-25,30.43982779360632,11668.600654215756,7247578.046096742
2021-09-26,30.444080859788798,11670.230996252372,7248590.680902095
2021-09-27,30.445454380953734,11670.75751269893,7248917.709750889
2021-09-28,30.4431443499613,11669.8720008185,7248367.702371738
2021-09-29,30.45146214998703,11673.060490828362,7250348.130949292
2021-09-30,30.450508433340058,11672.694899447022,7250121.055557156
2021-10-01,30.43496002709319,11666.734677052389,7246419.054069807
2021-10-02,30.457679008961804,11675.443620102025,7251828.3354670955
2021-10-03,30.45951124319511,11676.145976558124,7252264.58171312
2021-10-04,30.44465644979314,11670.45163908737,7248727.726141224
2021-10-05,30.454319754714682,11674.155905973961,7251028.513027305
2021-10-06,30.462424821331247,11677.262848176979,7252958.290793153
2021-10-07,30.455149637772774,11674.474027812897,7251226.104231612
2021-10-08,30.46962389053901,11680.022491373289,7254672.354890241
2021-10-09,30.484184258632546,11685.603965809143,7258139.109198225
2021-10-10,30.454337186522064,11674.162588166791,7251032.663457634
2021-10-11,30.45003820352086,11672.514644682999,7250009.096076395
2021-10-12,30.468538527759204,11679.606435641028,7254413.935180763
2021-10-13,30.47436774865681,11681.840970318442,7255801.844918287
2021-10-14,30.46649533122597,11678.82321030329,7253927.459815707
2021-10-15,30.48498856251784,11685.912282298505,7258330.610123295
2021-10-16,30.458721948373807,11675.843413543293,7252076.654374715
2021-10-17,30.48068933265882,11684.26424418588,7257306.983966385
2021-10-18,30.46935376785429,11679.918944344145,7254608.039965307
2021-10-19,30.49425847433809,11689.465748496268,7260537.731985259
2021-10-20,30.498642257607454,11691.146198749524,7261581.489906536
2021-10-21,30.47270303658818,11681.202830692137,7255405.484901947
2021-10-22,30.476526619092507,11682.668537318794,7256315.861688691
2021-10-23,30.49227074690716,11688.70378631441,7260064.463549323
2021-10-24,30.481456328730285,11684.558259346608,7257489.602078639
2021-10-25,30.48652637984959,11686.501778942342,7258696.757107045
2021-10-26,30.48888732264984,11687.406807015774,7259258.886345199
2021-10-27,30.471089742917574,11680.584401451735,7255021.367361327
2021-10-28,30.491801222678223,11688.523802026652,7259952.672066243
2021-10-29,30.486695537687492,11686.566622780205,7258737.032782736
2021-10-30,30.490314892127305,11687.954041982133,7259598.783839834
2021-10-31,30.511335834948227,11696.012070063487,7264603.770225768
2021-11-01,30.48598793017691,11686.295373234483,7258568.554804026
2021-11-02,30.508338624842132,11694.863139522817,7263890.148771936
2021-11-03,30.499070607179927,11691.310399418971,7261683.477899983
2021-11-04,30.50071638796539,11691.941282053398,7262075.33046795
2021-11-05,30.513071551441335,11696.677428052511,7265017.03605746
2021-11-06,30.51022227792521,11695.585206537997,7264338.63760124
2021-11-07,30.514181917123505,11697.103068230675,7265281.40883893
2021-11-08,30.519811745606386,11699.261169149117,7266621.844191996
2021-11-09,30.508471016701783,11694.913889735684,7263921.670643281
2021-11-10,30.507316024408777,11694.471142690032,7263646.67247828
2021-11-11,30.50424126740106,11693.292485837073,7262914.587476443
2021-11-12,30.508493137977034,11694.922369557862,7263926.937613579
2021-11-13,30.547892747842365,11710.025553339574,7273307.797105324
2021-11-14,30.532503249416223,11704.126245609552,7269643.630813386
2021-11-15,30.508200449678355,11694.810172376701,7263857.249923417
2021-11-16,30.510141443221432,11695.554219901549,7264319.391243198
2021-11-17,30.529839602576207,11703.105180987546,7269009.429184811
2021-11-18,30.53214859882955,11703.990296217993,7269559.1901975125
2021-11-19,30.53381988783714,11704.630957004236,7269957.1161517
2021-11-20,30.527436679912938,11702.184060633293,7268437.304741176
2021-11-21,30.530386973354144,11703.315006452422,7269139.75556051
2021-11-22,30.53657567904751,11705.687343634878,7270613.256916073
2021-11-23,30.535811271471506,11705.394320730742,7270431.255112262
2021-11-24,30.514414885039535,11697.192372598487,7265336.877390365
2021-11-25,30.53596552958034,11705.453453005797,7270467.983233414
2021-11-26,30.53140518842809,11703.705322230768,7269382.187720973
2021-11-27,30.54332718361475,11708.275420385653,7272220.7580035115
2021-11-28,30.573083565881923,11719.682033588071,7279305.610924267
2021-11-29,30.54856178872097,11710.282019009705,7273467.092552612
2021-11-30,30.54340776119982,11708.30630845993,7272239.943142815
2021-12-01,30.557417248866486,11713.676612065485,7275575.535444401
2021-12-02,30.554682378298697,11712.6282450145,7274924.375785404
2021-12-03,30.555712799710598,11713.023239889062,7275169.714216809
2021-12-04,30.559236805922165,11714.374108936829,7276008.763314801
2021-12-05,30.575390270631555,11720.566270408763,7279854.826340846
2021-12-06,30.545172575437455,11708.982820584357,7272660.1370089175
2021-12-07,30.56287449518534,11715.768556487716,7276874.879806033
2021-12-08,30.55053116756786,11711.03694756768,7273935.992278062
2021-12-09,30.567006999610342,11717.352683183964,7277858.809431033
2021-12-10,30.553921992144986,11712.336763655578,7274743.331463092
2021-12-11,30.56059226307526,11714.893700845518,7276331.491208396
2021-12-12,30.563472195863813,11715.99767508113,7277017.189491384
2021-12-13,30.57783851584281,11721.50476440641,7280437.7418673355
2021-12-14,30.578922236585118,11721.92019069096,7280695.770615504
2021-12-15,30.558937951735587,11714.259548165308,7275937.607556092
2021-12-16,30.573601989827306,11719.880762767132,7279429.045196977
2021-12-17,30.567614463254845,11717.58554424769,7278003.443632106
2021-12-18,30.563782915653263,11716.116784333752,7277091.170393634
2021-12-19,30.57585558709097,11720.744641718205,7279965.61597404
2021-12-20,30.576598812428244,11721.02954476416,7280142.574387677
2021-12-21,30.60560877778111,11732.150031482759,7287049.708995502
2021-12-22,30.587329273668253,11725.142888239498,7282697.446111488
2021-12-23,30.570881652801106,11718.83796690709,7278781.345905025
2021-12-24,30.580668330062828,11722.589526524083,7281111.507157817
2021-12-25,30.598188235261482,11729.305490183568,7285282.913157496
2021-12-26,30.610517252150178,11734.031613324234,7288218.39336909
2021-12-27,30.57543150332989,11720.582076276458,7279864.643649974
2021-12-28,30.57415069455306,11720.091099578673,7279559.6891793
2021-12-29,30.613318282036616,11735.10534144737,7288885.305246813
2021-12-30,30.600163553866185,11730.062695648703,7285753.227110996
2021-12-31,30.589243356519304,11725.876619999066,7283153.180123644
2022-01-01,30.60493153638577,11731.89042228121,7286888.4610442305
2022-01-02,30.574886819766622,11720.373280910539,7279734.9570872905
2022-01-03,30.602937193805644,11731.125924292162,7286413.617572771
2022-01-04,30.60784088200651,11733.005671435829,7287581.162382502
2022-01-05,30.615464693172253,11735.928132382698,7289396.355517203
2022-01-06,30.59774244371802,11729.13460342524,7285176.772313814
2022-01-07,30.610397776289204,11733.985814244195,7288189.946735525
2022-01-08,30.601946249823825,11730.746062432465,7286177.678529482
2022-01-09,30.615414015030325,11735.908705761625,7289384.289292934
2022-01-10,30.605566485623893,11732.133819489158,7287039.639434259
2022-01-11,30.61209880181953,11734.637874030821,7288594.952814173
2022-01-12,30.60788160762138,11733.021282921529,7287590.858957471
2022-01-13,30.626011165345094,11739.970946715619,7291907.42032026
2022-01-14,30.629744445455305,11741.402037424534,7292796.296536977
2022-01-15,30.620473949960225,11737.848347484753,7290589.035704815
2022-01-16,30.624862846994514,11739.530758014564,7291634.01118917
2022-01-17,30.61165495430265,11734.467732482683,7288489.274833964
2022-01-18,30.6248045933968,11739.508427468772,7291620.141284952
2022-01-19,30.628959895163046,11741.101293145834,7292609.498848343
2022-01-20,30.657330543733938,11751.976708431343,7299364.415174747
2022-01-21,30.62166370409454,11738.304419902908,7290872.3104987
2022-01-22,30.6490859983118,11748.816299352857,7297401.428169476
2022-01-23,30.64607375527916,11747.661606190344,7296684.227447419
2022-01-24,30.640572563262744,11745.552815917385,7295374.419824462
2022-01-25,30.65701352579112,11751.855184886597,7299288.934712171
2022-01-26,30.644809587469453,11747.177008529958,7296383.235111775
2022-01-27,30.646641426562038,11747.879213515449,7296819.387276676
2022-01-28,30.643880020009792,11746.820674337087,7296161.909526141
2022-01-29,30.658308397376302,11752.351552327584,7299597.237470548
2022-01-30,30.658698972984784,11752.5012729775,7299690.231663044
2022-01-31,30.643139169953564,11746.536681815533,7295985.51665561
2022-02-01,30.63786522315657,11744.515002210019,7294729.815037278
2022-02-02,30.6506897310997,11749.43106358822,7297783.269309452
2022-02-03,30.64638108430273,11747.77941564938,7296757.401024459
2022-02-04,30.655408246780436,11751.2398279325,7298906.725423913
2022-02-05,30.670079986565035,11756.863994849931,7302399.996801198
2022-02-06,30.654794791475535,11751.004670065622,7298760.664637032
2022-02-07,30.660601867142994,11753.230715738147,7300143.301700712
2022-02-08,30.66327271136027,11754.254539354772,7300779.216990541
2022-02-09,30.672839266021587,11757.921718641608,7303056.968100377
2022-02-10,30.643548627183186,11746.69364042022,7296083.006472187
2022-02-11,30.661613171039914,11753.618382231967,7300384.088342836
2022-02-12,30.671455754520824,11757.391372566315,7302727.560600196
2022-02-13,30.68300654092357,11761.819174020704,7305477.747838946
2022-02-14,30.66774965080122,11755.9706994738,7301845.15495267
2022-02-15,30.65556616229342,11751.300362212478,7298944.324355576
2022-02-16,30.68219190805655,11761.506898088344,7305283.787632512
2022-02-17,30.67130436412204,11757.333339580115,7302691.515267152
2022-02-18,30.66742460600806,11755.846098969756,7301767.763335252
2022-02-19,30.67474119347064,11758.650790830412,7303509.8079692
2022-02-20,30.680802858745057,11760.974429185606,7304953.061605966
2022-02-21,30.678264220819997,11760.001284647666,7304348.624004762
2022-02-22,30.663919652232966,11754.502533355972,7300933.2505316585
2022-02-23,30.69660971031111,11767.033722285925,7308716.597693121
2022-02-24,30.7020516244979,11769.119789390861,7310012.291547119
2022-02-25,30.697482009950875,11767.368103814502,7308924.288083541
2022-02-26,30.681253939499964,11761.147343474988,7305060.461785705
2022-02-27,30.69227997725075,11765.373991279454,7307685.708869225
2022-02-28,30.69589386604809,11766.759315318433,7308546.158582877
2022-03-01,30.703611299935215,11769.717664975165,7310383.642841717
2022-03-02,30.70597112799993,11770.622265733307,7310945.50666665
2022-03-03,30.69361044243695,11765.884002934165,7308002.486294511
2022-03-04,30.70343668354459,11769.650728692095,7310342.067510617
2022-03-05,30.708854169830946,11771.72743176853,7311631.945197845
2022-03-06,30.720504317064105,11776.19332154124,7314405.789777168
2022-03-07,30.714655977557143,11773.951458063571,7313013.327989796
2022-03-08,30.717166387612206,11774.913781918014,7313611.044669572
2022-03-09,30.71177908586549,11772.84864958177,7312328.353777497
2022-03-10,30.726710500159072,11778.57235839431,7315883.4524188265
2022-03-11,30.718368716065452,11775.374674491757,7313897.313348916
2022-03-12,30.70732547868582,11771.14143349623,7311267.971115672
2022-03-13,30.73163541745828,11780.460243359006,7317056.05177578
2022-03-14,30.72624620074455,11778.394376952077,7315772.904939178
2022-03-15,30.71650226836758,11774.659202874238,7313452.9210399
2022-03-16,30.71780340976703,11775.157973744028,7313762.716611197
2022-03-17,30.727229816061943,11778.77142949041,7316007.099062367
2022-03-18,30.730561720044975,11780.048659350574,7316800.409534518
2022-03-19,30.729568696547524,11779.66800034322,7316563.975368458
2022-03-20,30.732374852746602,11780.743693552864,7317232.10779681
2022-03-21,30.747927422205834,11786.70551184557,7320935.100525198
2022-03-22,30.74330945276215,11784.935290225492,7319835.583990988
2022-03-23,30.73616664026893,11782.19721210309,7318134.914349745
2022-03-24,30.74533974362206,11785.713568388457,7320318.986576681
2022-03-25,30.727267842583753,11778.786006323771,7316016.152996131
